10||10|7	-8.893328
10||10|8	-8.893328
10||10|9	-8.893328
10||11|0	-8.962154
10||11|10	-8.892514
10||11|11	-8.897090
10||11|12	-8.894709
10||11|13	-8.979652
10||11|14	-8.894895
10||11|2	-8.894460
10||11|3	-8.896350
10||11|4	-8.894302
10||11|5	-8.896755
10||11|6	-8.896772
10||11|7	-8.894481
10||11|8	-8.894481
10||11|9	-8.894481
10||12|0	-8.962154
10||12|10	-8.892499
10||12|11	-8.894702
10||12|12	-8.897059
10||12|13	-8.979641
10||12|14	-8.894877
10||12|2	-8.894442
10||12|3	-8.896333
10||12|4	-8.894288
10||12|5	-8.896741
10||12|6	-8.896752
10||12|7	-8.894462
10||12|8	-8.894462
10||12|9	-8.894462
10||13|0	-7.166025
10||13|10	-6.284675
10||13|11	-6.209106
10||13|12	-6.245723
10||13|13	-7.085282
10||13|14	-6.191283
10||13|2	-6.469353
10||13|3	-6.519870
10||13|4	-6.421067
10||13|5	-6.452881
10||13|6	-6.453160
10||13|7	-6.194982
10||13|8	-6.197618
10||13|9	-6.200766
10||14|0	-0.834779
10||14|10	0.765298
10||14|11	0.927839
10||14|12	0.618339
10||14|13	0.650545
10||14|14	-0.436382
10||14|2	0.985794
10||14|3	0.981486
10||14|4	0.985794
10||14|5	0.981486
10||14|6	0.980819
10||14|7	0.983602
10||14|8	0.981585
10||14|9	0.978516
10||2|0	5.625087
10||2|10	8.245384
10||2|11	9.350707
10||2|12	9.218428
10||2|13	7.660605
10||2|14	8.445388
10||2|2	9.427159
10||2|3	9.427159
10||2|4	7.256916
10||2|5	9.427159
10||2|6	9.426665
10||2|7	9.371475
10||2|8	9.370044
10||2|9	9.367976
10||3|0	4.132194
10||3|10	5.936879
10||3|11	6.080881
10||3|12	5.733064
10||3|13	5.497968
10||3|14	5.943956
10||3|2	6.138961
10||3|3	5.271380
10||3|4	6.138961
10||3|5	5.586968
10||3|6	5.586534
10||3|7	6.136960
10||3|8	6.135509
10||3|9	6.133058
10||4|0	11.396660
10||4|10	14.280786
10||4|11	15.901658
10||4|12	15.779710
10||4|13	13.415611
10||4|14	14.755635
10||4|2	14.730004
10||4|3	16.008892
10||4|4	16.008892
10||4|5	16.008892
10||4|6	16.008284
10||4|7	14.728727
10||4|8	15.926203
10||4|9	15.924068
10||5|0	4.132194
10||5|10	5.936879
10||5|11	6.080881
10||5|12	5.733064
10||5|13	5.497968
10||5|14	5.943956
10||5|2	6.138961
10||5|3	5.586968
10||5|4	6.138961
10||5|5	5.271380
10||5|6	5.586534
10||5|7	6.136960
10||5|8	6.135509
10||5|9	6.133058
10||6|0	4.131767
10||6|10	5.936368
10||6|11	6.080388
10||6|12	5.732600
10||6|13	5.497594
10||6|14	5.943426
10||6|2	6.138489
10||6|3	5.586558
10||6|4	6.138489
10||6|5	5.586558
10||6|6	5.270554
10||6|7	6.136491
10||6|8	6.135040
10||6|9	6.132587
10||7|0	5.623152
10||7|10	8.243185
10||7|11	9.348853
10||7|12	9.216340
10||7|13	7.658808
10||7|14	8.443500
10||7|2	9.371475
10||7|3	9.425423
10||7|4	7.255086
10||7|5	9.425423
10||7|6	9.424923
10||7|7	9.424175
10||7|8	9.368222
10||7|9	9.366170
10||8|0	-8.962292
10||8|10	-8.892934
10||8|11	-8.895130
10||8|12	-8.895118
10||8|13	-8.979913
10||8|14	-8.895229
10||8|2	-8.894969
10||8|3	-8.896694
10||8|4	-8.894776
10||8|5	-8.897146
10||8|6	-8.897168
10||8|7	-8.895000
10||8|8	-8.897168
10||8|9	-8.895000
10||9|0	-8.962292
10||9|10	-8.892934
10||9|11	-8.895130
10||9|12	-8.895118
10||9|13	-8.979913
10||9|14	-8.895229
10||9|2	-8.894969
10||9|3	-8.896694
10||9|4	-8.894776
10||9|5	-8.897146
10||9|6	-8.897168
10||9|7	-8.895000
10||9|8	-8.895000
10||9|9	-8.897168
11,11|||0	8.229662
11,11|||10	12.872986
11,11|||11	10.586809
11,11|||12	12.872986
11,11|||13	9.929295
11,11|||14	12.853631
11,11|||2	11.980241
11,11|||3	12.762160
11,11|||4	10.640406
11,11|||5	12.762160
11,11|||6	12.762160
11,11|||7	11.980241
11,11|||8	12.872986
11,11|||9	12.872986
11,12|||0	4.654114
11,12|||10	6.284190
11,12|||11	6.126644
11,12|||12	5.382998
11,12|||13	6.241859
11,12|||14	6.234791
11,12|||2	6.050268
11,12|||3	5.910288
11,12|||4	5.691864
11,12|||5	5.910288
11,12|||6	5.910288
11,12|||7	6.050268
11,12|||8	6.284190
11,12|||9	6.284190
11,13|||0	4.882021
11,13|||10	7.865378
11,13|||11	7.534823
11,13|||12	7.706446
11,13|||13	5.524374
11,13|||14	7.652155
11,13|||2	7.563397
11,13|||3	7.258470
11,13|||4	7.147353
11,13|||5	7.258470
11,13|||6	7.258470
11,13|||7	7.563397
11,13|||8	7.865378
11,13|||9	7.865378
11,14|||0	7.227285
11,14|||10	11.029620
11,14|||11	11.033712
11,14|||12	11.029620
11,14|||13	9.817528
11,14|||14	9.312420
